City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
497,turiacu,99,BR,1578204033,95,-5.01,-63,74.88,0.56
498,nyurba,91,RU,1578204033,98,63.29,118.35,-17.36,1.34
499,poum,90,MK,1578204034,80,41.28,20.71,33.8,10.29
500,klaksvik,100,FO,1578204034,93,62.23,-6.59,46.4,3.36
501,yokadouma,6,CM,1578204034,40,3.52,15.05,63.72,1.41
502,desbiens,90,CA,1578204035,78,48.42,-71.95,21.99,14.99
503,baindur,2,IN,1578204035,56,13.87,74.63,78.04,7.09
504,puerto maldonado,100,PE,1578204036,99,-12.59,-69.19,72.14,2.1
505,ust-maya,100,RU,1578204036,95,60.42,134.54,-15.75,3.38
506,hamina,90,FI,1578204036,74,60.57,27.2,28.4,11.41
507,kidal,0,ML,1578204036,40,18.44,1.41,49.01,13.51
508,kralendijk,2,BQ,1578204020,88,12.15,-68.27,77.0,2.24
509,tortoli,5,IT,1578204037,66,39.93,9.66,48.99,11.41
510,abu samrah,40,SY,1578204037,93,35.3,37.18,45.09,5.1
511,caucaia,20,BR,1578204037,78,-3.73,-38.66,86.0,4.7
512,charlestown,90,US,1578204038,93,41.38,-71.64,41.0,16.11
513,dondo,75,MZ,1578204038,79,-19.62,34.74,84.2,4.7
514,xuddur,51,SO,1578204038,63,4.12,43.89,79.45,16.15
515,rock sound,29,BS,1578204038,85,24.9,-76.2,77.11,14.92
516,xucheng,100,CN,1578204039,99,33,118.51,50.0,4
517,kulu,83,CD,1578204039,55,3.47,23.69,72.86,1.48
518,evensk,10,RU,1578204039,45,61.92,159.24,2.08,2.21
519,utiel,0,ES,1578204039,86,39.57,-1.21,43.0,3.36
520,awbari,0,LY,1578204040,55,26.59,12.77,38.21,2.28
521,lillooet,20,CA,1578204040,90,50.69,-121.94,41.0,18.34
522,sasaram,0,IN,1578204040,48,24.95,84.01,68.49,8.88
523,samarai,100,PG,1578204041,77,-10.62,150.67,82.89,4.32
524,alyangula,55,AU,1578204041,59,-13.85,136.42,89.6,6.93
525,deputatskiy,100,RU,1578204041,83,69.3,139.9,-5.26,2.98
526,bathsheba,40,BB,1578204042,73,13.22,-59.52,77.0,8.05
527,arlit,0,NE,1578204042,33,18.74,7.39,52.56,11.59
528,chivilcoy,0,AR,1578204042,81,-34.9,-60.02,64.0,1.99
529,hongjiang,71,CN,1578204043,63,27.21,109.83,68.16,9.91
530,tongling,100,CN,1578204043,88,30.93,117.81,50.05,2.64
531,cheremukhovo,100,RU,1578204043,95,56.23,46.23,25.3,7.94
532,grindavik,75,IS,1578204043,86,63.84,-22.43,37.4,28.86
533,miramar,19,CR,1578204044,68,10.09,-84.73,72.0,11.41
534,hit,19,IQ,1578204044,51,33.64,42.83,51.78,6.98
535,batamshinskiy,90,KZ,1578204044,92,50.56,58.27,24.8,13.42
536,kloulklubed,90,PW,1578204044,78,7.04,134.26,82.4,8.05
537,anadyr,0,RU,1578204045,66,64.73,177.51,-31.0,11.18
538,namibe,100,AO,1578204045,84,-15.19,12.15,76.08,7.81
539,mattru,10,SL,1578204045,74,7.62,-11.83,66.99,3.53
540,bintulu,75,MY,1578204045,79,3.17,113.03,87.8,6.93
541,mykolayiv,90,UA,1578204046,100,46.97,32,37.0,6.71
542,gorodishche,100,RU,1578204046,78,53.27,45.7,34.0,7.45
543,nishihara,20,JP,1578204046,34,35.74,139.53,52.0,17.22
544,tsaratanana,96,MG,1578204046,73,-16.8,47.65,75.51,3.94
545,maniitsoq,100,GL,1578204047,89,65.42,-52.9,18.46,6.82
546,huntsville,1,US,1578203996,86,34.73,-86.59,34.0,4.03
547,katsuura,75,JP,1578204047,46,33.93,134.5,50.0,17.22
548,viedma,25,AR,1578204048,82,-40.81,-62.99,55.51,8.93
549,collie,30,AU,1578204048,10,-33.36,116.15,89.01,10.87
550,isakly,100,RU,1578204048,95,54.13,51.53,30.63,13.94
551,chumikan,66,RU,1578204048,81,54.72,135.31,-1.71,5.57
552,ziarat,99,PK,1578204049,99,30.38,67.73,34.2,6.33
553,tebag,0,PH,1578204049,44,15.89,120.34,87.28,12.71
554,santa maria,75,BR,1578204049,100,-16.02,-48.01,66.2,4.7
555,miyazu,75,JP,1578204050,80,35.58,135.2,41.0,6.93
556,zeya,39,RU,1578204050,92,53.74,127.27,-10.26,1.3
557,altus,1,US,1578204051,69,34.64,-99.33,44.6,10.29
558,baraki barak,100,AF,1578204051,54,33.97,68.95,29.28,3.58
559,irtyshskiy,97,RU,1578204051,94,58.33,68.13,18.52,8.72
560,granite city,1,US,1578204052,85,38.7,-90.15,32.0,5.82
561,la ronge,90,CA,1578204052,92,55.1,-105.3,15.8,3.36
562,sulingen,26,DE,1578204052,91,52.68,8.8,37.0,3.36
563,alzamay,5,RU,1578204053,78,55.55,98.67,21.81,4.05
